simulationId,age,partBody,time,phase,traineeId,Nacciones
894,50,"pelvis",30,"prehospitalaria",65,1
895,33,"leftLeg",30,"hospitalaria",65,3
896,33,"leftLeg",30,"prehospitalaria",65,1
897,50,"leftLeg",30,"prehospitalaria",65,1
898,50,"leftLeg",30,"hospitalaria",65,1
899,82,"leftLeg",30,"hospitalaria",65,1
900,82,"leftLeg",30,"prehospitalaria",65,1
925,33,"pelvis",30,"prehospitalaria",19,27
926,33,"pelvis",30,"hospitalaria",19,30
927,50,"pelvis",30,"prehospitalaria",19,1
928,82,"pelvis",30,"hospitalaria",19,1
929,82,"pelvis",30,"prehospitalaria",19,1
930,50,"pelvis",30,"hospitalaria",19,1
931,33,"leftLeg",30,"hospitalaria",19,1
932,33,"leftLeg",30,"prehospitalaria",19,1
933,50,"leftLeg",30,"hospitalaria",19,1
934,50,"leftLeg",30,"prehospitalaria",19,1
935,82,"leftLeg",30,"hospitalaria",19,1
936,82,"leftLeg",30,"prehospitalaria",19,1
937,33,"pelvis",30,"prehospitalaria",69,1
938,33,"pelvis",30,"hospitalaria",69,1
939,50,"pelvis",30,"hospitalaria",69,1
940,33,"leftLeg",30,"hospitalaria",69,1
941,82,"pelvis",30,"hospitalaria",69,1
942,50,"pelvis",30,"prehospitalaria",69,1
943,50,"leftLeg",30,"hospitalaria",69,1
944,50,"leftLeg",30,"prehospitalaria",69,1
945,82,"pelvis",30,"prehospitalaria",69,1
946,82,"leftLeg",30,"hospitalaria",69,1
947,33,"leftLeg",30,"prehospitalaria",69,1
948,82,"leftLeg",30,"prehospitalaria",69,1
965,33,"pelvis",30,"prehospitalaria",71,1
966,33,"pelvis",30,"hospitalaria",71,18
967,82,"pelvis",30,"prehospitalaria",71,1
968,50,"pelvis",30,"prehospitalaria",71,1
969,50,"pelvis",30,"hospitalaria",71,1
970,82,"pelvis",30,"hospitalaria",71,1
971,33,"leftLeg",30,"prehospitalaria",71,1
972,33,"leftLeg",30,"hospitalaria",71,1
973,82,"leftLeg",30,"prehospitalaria",71,1
974,50,"leftLeg",30,"prehospitalaria",71,1
975,50,"leftLeg",30,"hospitalaria",71,1
976,82,"leftLeg",30,"hospitalaria",71,1
977,33,"pelvis",30,"prehospitalaria",72,1
978,82,"pelvis",30,"prehospitalaria",72,1
979,50,"pelvis",30,"hospitalaria",72,1
980,33,"leftLeg",30,"hospitalaria",72,1
981,50,"pelvis",30,"prehospitalaria",72,1
982,82,"pelvis",30,"hospitalaria",72,1
983,33,"pelvis",30,"hospitalaria",72,1
984,33,"leftLeg",30,"prehospitalaria",72,1
985,50,"leftLeg",30,"prehospitalaria",72,1
986,82,"leftLeg",30,"hospitalaria",72,1
987,50,"leftLeg",30,"hospitalaria",72,3
988,82,"leftLeg",30,"prehospitalaria",72,1
